area,perimeter,circularity,solidity,extent,eccentricity,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,mean_B,std_B,mean_G,std_G,mean_R,std_R,mean_H,std_H,mean_S,std_S,mean_V,std_V,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
46502.0,991.5188946723938,0.594400965952274,0.9799694431273379,0.6101263497644882,0.9262994512927412,3.0245378026989056,6.320294485333912,9.832837758358897,9.980914387542182,-9.999999999999908,-9.999992753481516,-9.999999999999732,120.86285957809504,26.181845910459113,144.86075005327083,22.396020601747722,155.62235243980396,19.990828896787228,20.731259322395058,5.266477986364901,59.072618793948436,23.574660051206315,155.6245471979544,19.991938776880907,17.99842211872866,0.7891474071228228,0.38491179865434083,0.9721746187397519
55396.5,1005.2518688440323,0.6888781535897277,0.979636768762821,0.7789487745546072,0.8548877495403939,3.1148457160808807,6.712750106071636,9.992097905256704,9.99945474100466,-10.0,-9.999999761438932,-10.0,96.93471098058879,22.98481292450145,127.1479478547382,20.695596347195135,142.42649165532555,19.48714689762653,20.22303201776377,5.3000357737580375,82.48449251486284,26.359206708178238,142.42890910393237,19.488445979654987,18.723242188776652,0.653644334172217,0.22181804357509627,0.9498053113047882
30401.0,889.2934994697571,0.4830671419381046,0.9178630194888516,0.6460050998725032,0.7270670475450216,3.1472187351227623,7.121977948862489,9.866848247983008,9.992556517157405,9.999999999999945,9.999998050419872,-9.999999999999977,104.18400623639847,29.358905313870125,146.02257446324748,21.968512969980274,172.13645369798942,14.986168261429084,18.6774937473609,1.789366673563404,102.8725436060675,32.08508916006827,172.13645369798942,14.986168261429084,27.125954464763193,0.7441144066880593,0.3439640190813307,0.9580297948149172
56606.0,967.719903588295,0.759579060727789,0.9850860553747629,0.7015417410271664,0.8116886064282023,3.145516904084718,6.944929673148469,9.960130805719087,9.99814643686586,-9.999999999999996,-9.999999419429141,-9.999999999999998,109.85934239368697,23.403398991491127,132.48391056554144,21.785349355070498,143.88673388864532,20.10470157047404,19.92031565103025,5.183658797851504,61.580955721174924,21.626609568687453,143.8875405523893,20.10540126370999,15.445946696161874,0.7229021987023649,0.29644016073483703,0.9682622777808909
38701.0,768.4650717973709,0.8235382694291418,0.9845328041924242,0.735606622189276,0.639897030262124,3.187585454310792,7.567932207250867,9.977507808071024,9.999649313734903,10.0,9.999999968534,-10.0,92.90842237425372,27.942245351719816,126.16060675942296,25.095204131942396,147.46765060086608,17.774328856883596,19.230788940989573,9.925492131916693,97.26153688472084,34.05344264956373,147.47441514848694,17.78076099872688,17.585025872944616,0.761000427620378,0.2647972534500431,0.9592824266532181
45664.5,880.6244519948959,0.7399580348953236,0.9815889598245954,0.7536888492770846,0.7867666943216746,3.1467646731678425,6.968147956458605,9.955626575792692,9.99593550517586,9.99999999999999,9.9999989802302,9.999999999999993,114.89329685362517,23.935803978739248,146.10147004538248,16.502602580124393,159.86148567954314,13.196494594877802,20.663235836970447,7.526258327092655,73.09558552103012,27.479153650742894,159.86207196056716,13.197192626984805,19.607108613447352,0.7810141074661671,0.2631124705726076,0.9606439578375061
39968.5,844.82546210289,0.7037100033345983,0.9730970090204146,0.722391917293233,0.8348646335909371,3.1248680543119436,6.809167268445817,9.926565368580183,9.994704539269167,10.0,-9.99999942945412,-9.999999999999975,110.46284269495811,21.962750204370582,140.97087402706856,17.762713051187262,157.38074463338455,15.19803646494662,20.238213276486043,10.330897810283982,77.08727876654604,24.778762135820372,157.3836200485846,15.20026207941605,20.893806288036224,0.6928635760720957,0.27606113266831084,0.9591332920609237
47492.0,916.8914767503738,0.7098955468929801,0.9754754960358214,0.6743627973020945,0.8338856997453761,3.1311277185038446,6.810680550592433,9.99619358247643,9.999434867646402,10.0,9.99999978263924,-10.0,120.85874785949964,20.17391729931995,152.0514764231717,15.198686977555852,165.7793927243871,11.868263925663506,20.990519149647078,5.008203802473394,69.94311489788247,22.236509840776833,165.78091717829847,11.869602081775964,18.038016704205297,0.8162793733182476,0.3366302249789609,0.9715845651282518
58582.0,979.6265424489975,0.7671017461721189,0.977205434664754,0.619548204238758,0.8257111592360097,3.1320396520907803,6.857162176790312,9.947544760080993,9.996676075520456,-9.99999999999999,-9.99999875691457,-10.0,85.47902008985335,22.445559499873802,116.95158091040095,21.608246801417643,134.86855980333982,19.49542798198206,19.489666864457064,6.353714377752935,95.37650250063575,26.838912915026686,134.87033991692803,19.497550770556565,11.820472536410582,0.7741862928610755,0.3789078040398144,0.9728556821816208
89221.5,1224.957492351532,0.7472008334576064,0.9846652172473541,0.7899762710063573,0.6332005487378659,3.1895199314066014,7.578078848333344,9.994947962809427,9.999918706156356,-10.0,-9.99999998793835,10.0,110.95816342447134,19.03907255252832,142.3022595093255,15.81450151054974,158.40958620228625,13.678160794322022,19.894790204336296,5.5311839468796125,77.17313991576977,21.35845775754707,158.40975332575707,13.678262087445708,14.374372875938032,0.8228914366592134,0.2502955510754145,0.9665046929676357
